Category,X,Y
Residential,169,151
Residential,169,153
Residential,169,154
Residential,169,155
Residential,169,156
Residential,169,157
Residential,169,158
Residential,169,159
Residential,169,160
Residential,169,161
Residential,169,164
Residential,169,165
Residential,169,166
Residential,169,167
Residential,169,169
Residential,169,170
Residential,169,171
Residential,169,172
Residential,169,174
Residential,169,175
Residential,169,176
Residential,169,177
Residential,169,178
Residential,171,150
Residential,171,151
Residential,171,153
Residential,171,154
Residential,171,155
Residential,171,156
Residential,171,157
Residential,171,158
Residential,171,159
Residential,171,160
Residential,171,161
Residential,171,163
Residential,171,164
Residential,171,165
Residential,171,166
Residential,171,167
Residential,171,168
Residential,171,169
Residential,171,170
Residential,171,171
Residential,171,172
Residential,171,174
Residential,171,175
Residential,171,177
Residential,171,178
Residential,173,151
Residential,173,153
Residential,173,154
Residential,173,155
Residential,173,156
Residential,173,157
Residential,173,158
Residential,173,159
Residential,173,160
Residential,173,163
Residential,173,164
Residential,173,166
Residential,173,168
Residential,173,169
Residential,173,170
Residential,173,172
Residential,173,174
Residential,173,175
Residential,173,176
Residential,173,177
Residential,173,178
Residential,175,155
Residential,175,156
Residential,175,157
Residential,175,158
Residential,175,159
Residential,175,160
Residential,175,161
Residential,175,163
Residential,175,164
Residential,175,166
Residential,175,167
Residential,175,168
Residential,175,169
Residential,175,170
Residential,175,171
Residential,175,172
Residential,175,174
Residential,175,175
Residential,175,176
Residential,175,178
Residential,175,179
Residential,175,180
Residential,177,157
Residential,177,158
Residential,177,159
Residential,177,160
Residential,177,161
Residential,177,163
Residential,177,164
Residential,177,165
Residential,177,166
Residential,177,167
Residential,177,168
Residential,177,169
Residential,177,170
Residential,177,172
Residential,177,174
Residential,177,175
Residential,177,176
Residential,177,177
Residential,177,178
Residential,177,179
Residential,177,180
Residential,179,158
Residential,179,159
Residential,179,160
Residential,179,161
Residential,179,163
Residential,179,164
Residential,179,165
Residential,179,166
Residential,179,167
Residential,179,168
Residential,179,169
Residential,179,170
Residential,179,171
Residential,179,174
Residential,179,175
Residential,179,176
Residential,179,178
Residential,179,179
Residential,179,180
Residential,181,158
Residential,181,160
Residential,181,161
Residential,181,163
Residential,181,164
Residential,181,165
Residential,181,166
Residential,181,167
Residential,181,168
Residential,181,169
Residential,181,170
Residential,181,172
Residential,181,174
Residential,181,175
Residential,181,176
Residential,181,177
Residential,181,178
Residential,181,179
Residential,181,180
Residential,183,158
Residential,183,159
Residential,183,160
Residential,183,161
Residential,183,164
Residential,183,165
Residential,183,166
Residential,183,167
Residential,183,169
Residential,183,171
Residential,183,172
Residential,183,174
Residential,183,175
Residential,183,176
Residential,183,178
Residential,183,180
Residential,183,181
Residential,185,159
Residential,185,160
Residential,185,161
Residential,185,163
Residential,185,164
Residential,185,165
Residential,185,166
Residential,185,167
Residential,185,168
Residential,185,170
Residential,185,171
Residential,185,172
Residential,185,174
Residential,185,175
Residential,185,176
Residential,185,177
Residential,185,178
Residential,185,179
Residential,185,180
Residential,185,181
Residential,185,182
Residential,187,159
Residential,187,160
Residential,187,161
Residential,187,163
Residential,187,164
Residential,187,165
Residential,187,166
Residential,187,167
Residential,187,168
Residential,187,169
Residential,187,170
Residential,187,171
Residential,187,172
Residential,187,174
Residential,187,175
Residential,187,177
Residential,187,178
Residential,187,179
Residential,187,180
Residential,187,181
Residential,187,182
Residential,187,184
Residential,189,159
Residential,189,160
Residential,189,163
Residential,189,164
Residential,189,165
Residential,189,166
Residential,189,168
Residential,189,169
Residential,189,170
Residential,189,171
Residential,189,172
Residential,189,174
Residential,189,176
Residential,189,177
Residential,189,178
Residential,189,179
Residential,189,180
Residential,189,181
Residential,189,184
Residential,191,159
Residential,191,160
Residential,191,161
Residential,191,163
Residential,191,165
Residential,191,166
Residential,191,167
Residential,191,168
Residential,191,169
Residential,191,170
Residential,191,171
Residential,191,172
Residential,191,174
Residential,191,176
Residential,191,177
Residential,191,178
Residential,191,179
Residential,191,180
Residential,191,181
Residential,191,182
Residential,191,184
Residential,193,160
Residential,193,161
Residential,193,163
Residential,193,164
Residential,193,165
Residential,193,166
Residential,193,167
Residential,193,169
Residential,193,170
Residential,193,171
Residential,193,172
Residential,193,174
Residential,193,177
Residential,193,178
Residential,193,179
Residential,193,180
Residential,193,181
Residential,193,182
Residential,193,184
Residential,193,185
Residential,195,160
Residential,195,161
Residential,195,164
Residential,195,165
Residential,195,166
Residential,195,167
Residential,195,168
Residential,195,169
Residential,195,171
Residential,195,178
Residential,195,181
Residential,195,182
Residential,195,184
Residential,197,163
Residential,197,164
Residential,197,165
Residential,197,166
Residential,197,167
Residential,197,171
Residential,197,181
Residential,197,182
Residential,197,184
Residential,199,164
Residential,199,165
Residential,199,166
Study,10,106
Study,10,158
Study,14,106
Study,18,118
Study,18,123
Study,18,154
Study,20,105
Study,20,144
Study,22,163
Study,24,44
Study,28,117
Study,28,149
Study,28,153
Study,28,165
Study,30,44
Study,30,67
Study,30,102
Study,30,156
Study,32,70
Study,32,107
Study,32,112
Study,33,75
Study,33,80
Study,33,114
Study,33,133
Study,33,165
Study,35,64
Study,35,88
Study,35,90
Study,35,111
Study,35,119
Study,35,130
Study,35,132
Study,35,169
Study,37,70
Study,37,123
Study,39,31
Study,39,114
Study,39,118
Study,39,161
Study,41,22
Study,41,52
Study,41,61
Study,41,124
Study,43,55
Study,43,118
Study,43,193
Study,45,154
Study,45,189
Study,47,48
Study,47,75
Study,47,95
Study,47,146
Study,47,191
Study,49,23
Study,49,50
Study,49,59
Study,49,130
Study,51,55
Study,51,88
Study,51,96
Study,51,153
Study,51,156
Study,53,9
Study,53,48
Study,53,70
Study,53,84
Study,53,122
Study,53,127
Study,53,135
Study,53,137
Study,53,154
Study,53,159
Study,53,189
Study,53,193
Study,55,62
Study,55,63
Study,55,64
Study,55,66
Study,55,133
Study,55,134
Study,55,147
Study,55,159
Study,57,83
Study,57,90
Study,57,118
Study,57,138
Study,59,64
Study,59,115
Study,59,145
Study,59,150
Study,61,87
Study,61,91
Study,61,178
Study,61,182
Study,63,123
Study,63,129
Study,63,143
Study,63,165
Study,63,196
Study,65,142
Study,65,163
Study,65,170
Study,65,195
Study,67,81
Study,67,84
Study,67,178
Study,69,119
Study,69,123
Study,71,119
Study,71,142
Study,71,149
Study,71,154
Study,71,155
Study,73,121
Study,73,143
Study,73,177
Study,73,178
Study,75,111
Study,75,124
Study,75,175
Study,75,176
Study,77,112
Study,77,116
Study,77,139
Study,77,182
Study,79,126
Study,79,160
Study,79,166
Study,79,171
Study,79,192
Study,81,169
Study,81,190
Study,83,178
Study,83,179
Study,85,111
Study,85,134
Study,87,121
Study,87,148
Study,89,143
Study,89,160
Study,89,161
Study,89,193
Study,91,137
Study,91,151
Study,91,160
Study,91,180
Study,93,147
Study,93,155
Study,93,167
Study,93,179
Study,93,195
Study,95,130
Study,95,133
Study,95,135
Study,95,142
Study,95,185
Study,97,180
Study,97,187
Study,99,168
Study,99,193
Study,100,145
Study,100,150
Study,100,196
Study,102,138
Study,102,150
Study,102,161
Study,102,170
Study,102,193
Study,104,163
Study,104,166
Study,104,188
Study,104,191
Study,106,132
Study,106,143
Study,106,149
Study,106,153
Study,106,159
Study,106,193
Study,108,175
Study,108,179
Study,108,187
Study,112,135
Study,112,137
Study,114,132
Study,114,187
Study,116,146
Study,118,171
Study,118,181
Study,120,166
Study,120,185
Study,122,146
Study,122,161
Study,122,168
Study,122,169
Study,122,171
Study,124,176
Study,124,186
Study,124,189
Study,126,180
Study,128,186
Study,128,188
Study,130,144
Study,130,181
Study,132,158
Study,132,182
Study,132,190
Study,132,193
Study,134,176
Study,134,179
Study,134,180
Study,136,179
Study,136,189
Study,138,166
Study,138,192
Study,140,155
Study,140,181
Study,140,182
Study,142,176
Study,142,178
Study,142,184
Study,142,189
Study,144,190
Study,146,161
Study,146,179
Study,148,164
Study,148,188
Study,150,130
Study,150,145
Study,152,167
Study,152,170
Study,154,193
Study,156,143
Study,156,155
Study,156,158
Study,156,168
Study,158,189
Study,160,146
Study,160,186
Study,160,187
Study,160,191
Study,166,195
Study,167,160
Study,173,167
Study,175,165
Study,177,171
Study,181,159
Study,183,163
Study,183,177
Study,187,176
Study,189,167
Study,189,175
Study,195,163
Study,195,180
Work,0,155
Work,0,156
Work,0,157
Work,2,108
Work,2,109
Work,2,111
Work,2,156
Work,2,157
Work,4,106
Work,4,109
Work,4,111
Work,4,112
Work,4,113
Work,4,155
Work,4,157
Work,6,106
Work,6,107
Work,6,112
Work,6,113
Work,6,114
Work,6,153
Work,6,154
Work,8,107
Work,8,109
Work,8,115
Work,8,116
Work,8,153
Work,8,155
Work,8,156
Work,8,157
Work,8,158
Work,10,108
Work,10,109
Work,10,112
Work,10,116
Work,10,117
Work,10,145
Work,10,154
Work,12,105
Work,12,108
Work,12,111
Work,12,114
Work,12,116
Work,12,118
Work,12,143
Work,12,146
Work,12,151
Work,12,155
Work,14,101
Work,14,102
Work,14,104
Work,14,105
Work,14,107
Work,14,115
Work,14,117
Work,14,118
Work,14,119
Work,14,121
Work,14,145
Work,14,147
Work,16,102
Work,16,106
Work,16,111
Work,16,114
Work,16,115
Work,16,119
Work,16,122
Work,16,150
Work,16,151
Work,16,163
Work,18,41
Work,18,42
Work,18,44
Work,18,48
Work,18,51
Work,18,105
Work,18,107
Work,18,114
Work,18,115
Work,18,116
Work,18,117
Work,18,122
Work,18,145
Work,18,151
Work,18,165
Work,20,38
Work,20,39
Work,20,40
Work,20,41
Work,20,44
Work,20,45
Work,20,46
Work,20,49
Work,20,50
Work,20,53
Work,20,54
Work,20,96
Work,20,98
Work,20,99
Work,20,113
Work,20,114
Work,20,116
Work,20,121
Work,20,124
Work,20,126
Work,20,142
Work,20,143
Work,20,145
Work,20,160
Work,22,35
Work,22,40
Work,22,50
Work,22,51
Work,22,53
Work,22,54
Work,22,55
Work,22,92
Work,22,113
Work,22,115
Work,22,121
Work,22,125
Work,22,126
Work,22,127
Work,22,143
Work,22,155
Work,24,33
Work,24,35
Work,24,36
Work,24,40
Work,24,46
Work,24,49
Work,24,51
Work,24,56
Work,24,88
Work,24,92
Work,24,96
Work,24,99
Work,24,122
Work,24,127
Work,24,128
Work,24,129
Work,24,132
Work,24,133
Work,24,145
Work,24,150
Work,26,32
Work,26,33
Work,26,38
Work,26,39
Work,26,41
Work,26,43
Work,26,44
Work,26,50
Work,26,51
Work,26,52
Work,26,53
Work,26,59
Work,26,60
Work,26,61
Work,26,86
Work,26,90
Work,26,96
Work,26,125
Work,26,129
Work,26,130
Work,26,135
Work,26,137
Work,26,138
Work,26,143
Work,26,154
Work,28,32
Work,28,34
Work,28,39
Work,28,44
Work,28,48
Work,28,51
Work,28,52
Work,28,56
Work,28,57
Work,28,60
Work,28,61
Work,28,65
Work,28,70
Work,28,78
Work,28,80
Work,28,81
Work,28,82
Work,28,88
Work,28,115
Work,28,125
Work,28,127
Work,28,129
Work,28,132
Work,28,133
Work,28,134
Work,28,136
Work,28,138
Work,28,139
Work,28,161
Work,30,36
Work,30,38
Work,30,49
Work,30,57
Work,30,60
Work,30,62
Work,30,63
Work,30,64
Work,30,69
Work,30,71
Work,30,72
Work,30,73
Work,30,74
Work,30,75
Work,30,76
Work,30,77
Work,30,82
Work,30,83
Work,30,88
Work,30,90
Work,30,108
Work,30,123
Work,30,125
Work,30,126
Work,30,130
Work,30,135
Work,30,137
Work,32,29
Work,32,30
Work,32,35
Work,32,46
Work,32,51
Work,32,65
Work,32,66
Work,32,67
Work,32,69
Work,32,71
Work,32,72
Work,32,73
Work,32,74
Work,32,76
Work,32,77
Work,32,81
Work,32,86
Work,32,98
Work,32,128
Work,32,130
Work,32,133
Work,33,27
Work,33,28
Work,33,49
Work,33,60
Work,33,62
Work,33,64
Work,33,65
Work,33,73
Work,33,76
Work,33,81
Work,33,82
Work,33,101
Work,33,116
Work,33,121
Work,33,129
Work,33,132
Work,35,27
Work,35,67
Work,35,69
Work,35,70
Work,35,74
Work,35,75
Work,35,77
Work,35,81
Work,35,91
Work,35,93
Work,35,95
Work,35,127
Work,35,133
Work,35,148
Work,35,150
Work,37,25
Work,37,60
Work,37,61
Work,37,74
Work,37,78
Work,37,80
Work,37,126
Work,37,133
Work,39,19
Work,39,30
Work,39,62
Work,39,66
Work,39,69
Work,39,70
Work,39,71
Work,39,82
Work,39,133
Work,41,18
Work,41,60
Work,41,65
Work,41,71
Work,41,73
Work,41,84
Work,43,13
Work,43,15
Work,43,18
Work,43,19
Work,43,75
Work,43,136
Work,45,3
Work,45,4
Work,45,6
Work,45,9
Work,45,10
Work,45,11
Work,45,17
Work,45,19
Work,45,73
Work,45,81
Work,47,6
Work,47,8
Work,47,18
Work,47,57
Work,47,132
Work,47,135
Work,49,2
Work,49,3
Work,49,4
Work,49,6
Work,49,22
Work,51,1
Work,51,2
Work,51,4
Work,51,9
Work,51,11
Work,51,133
Work,53,2
Work,53,6
Work,53,83
Work,59,75
Work,59,130
Work,65,160
Work,67,125
Work,104,184
Work,104,195
Work,108,182
Work,110,168
Work,110,175
Work,112,169
Work,114,185
Work,116,163
Work,116,164
Work,116,177
Work,118,176
Work,118,189
Work,120,163
Work,122,151
Work,122,159
Work,124,181
Work,126,158
Work,128,177
Work,130,188
Work,132,161
Work,132,166
Work,134,171
Work,138,175
Work,138,193
Work,140,144
Work,140,161
Work,142,154
Work,142,163
Work,142,185
Work,144,150
Work,146,163
Work,148,146
Work,148,169
Work,150,177
Work,150,185
Work,152,135
Work,152,169
Work,154,166
Work,156,138
Work,156,146
Work,158,155
Work,160,133
Work,162,149
Work,162,159
Work,162,160
Work,166,172
Work,169,163
Work,173,171
Work,179,177
Work,181,171
Work,183,168
Work,185,158
Work,189,182
Work,191,164
Work,193,168
Work,195,177
Other Activities,10,113
Other Activities,14,161
Other Activities,20,36
Other Activities,20,101
Other Activities,20,111
Other Activities,20,118
Other Activities,22,97
Other Activities,22,101
Other Activities,22,108
Other Activities,22,117
Other Activities,22,154
Other Activities,24,34
Other Activities,24,107
Other Activities,24,158
Other Activities,26,91
Other Activities,26,113
Other Activities,26,121
Other Activities,28,46
Other Activities,28,83
Other Activities,28,137
Other Activities,28,151
Other Activities,30,106
Other Activities,30,117
Other Activities,32,94
Other Activities,32,140
Other Activities,32,159
Other Activities,33,44
Other Activities,33,72
Other Activities,33,126
Other Activities,37,32
Other Activities,37,66
Other Activities,37,156
Other Activities,39,49
Other Activities,39,94
Other Activities,39,127
Other Activities,39,167
Other Activities,39,171
Other Activities,41,13
Other Activities,41,77
Other Activities,41,117
Other Activities,41,163
Other Activities,41,164
Other Activities,41,166
Other Activities,43,86
Other Activities,43,159
Other Activities,43,163
Other Activities,43,170
Other Activities,45,72
Other Activities,45,115
Other Activities,45,134
Other Activities,45,149
Other Activities,47,93
Other Activities,47,142
Other Activities,47,155
Other Activities,47,161
Other Activities,49,140
Other Activities,49,142
Other Activities,49,153
Other Activities,51,67
Other Activities,51,70
Other Activities,51,74
Other Activities,51,115
Other Activities,51,116
Other Activities,51,122
Other Activities,51,132
Other Activities,51,166
Other Activities,53,7
Other Activities,53,143
Other Activities,53,151
Other Activities,53,178
Other Activities,53,196
Other Activities,55,70
Other Activities,55,149
Other Activities,55,168
Other Activities,57,53
Other Activities,57,54
Other Activities,57,123
Other Activities,57,153
Other Activities,57,184
Other Activities,57,185
Other Activities,59,88
Other Activities,59,91
Other Activities,59,93
Other Activities,61,123
Other Activities,61,156
Other Activities,61,170
Other Activities,63,81
Other Activities,63,114
Other Activities,63,137
Other Activities,65,118
Other Activities,65,137
Other Activities,65,139
Other Activities,65,149
Other Activities,65,164
Other Activities,67,186
Other Activities,69,155
Other Activities,69,157
Other Activities,69,186
Other Activities,73,111
Other Activities,73,123
Other Activities,73,187
Other Activities,77,121
Other Activities,79,111
Other Activities,79,138
Other Activities,81,136
Other Activities,81,170
Other Activities,83,117
Other Activities,83,145
Other Activities,85,126
Other Activities,85,170
Other Activities,85,177
Other Activities,85,196
Other Activities,87,127
Other Activities,91,146
Other Activities,93,130
Other Activities,93,168
Other Activities,95,149
Other Activities,95,166
Other Activities,95,198
Other Activities,97,140
Other Activities,97,168
Other Activities,97,196
Other Activities,99,189
Other Activities,102,167
Other Activities,104,160
Other Activities,106,170
Other Activities,106,179
Other Activities,108,133
Other Activities,108,165
Other Activities,108,170
Other Activities,108,174
Other Activities,112,136
Other Activities,112,146
Other Activities,118,149
Other Activities,118,159
Other Activities,120,146
Other Activities,126,149
Other Activities,128,165
Other Activities,128,184
Other Activities,132,156
Other Activities,132,191
Other Activities,132,192
Other Activities,136,147
Other Activities,136,150
Other Activities,136,169
Other Activities,136,188
Other Activities,138,180
Other Activities,138,187
Other Activities,140,174
Other Activities,142,147
Other Activities,144,166
Other Activities,144,179
Other Activities,146,137
Other Activities,146,181
Other Activities,146,193
Other Activities,148,171
Other Activities,148,181
Other Activities,148,186
Other Activities,152,172
Other Activities,152,195
Other Activities,154,191
Other Activities,156,192
Other Activities,158,143
Other Activities,162,145
Other Activities,162,168
Other Activities,164,139
Other Activities,164,146
Other Activities,169,168
Other Activities,171,176
Other Activities,173,150
Other Activities,173,161
Other Activities,173,165
Other Activities,175,177
Other Activities,179,172
Other Activities,181,181
Other Activities,183,170
Other Activities,183,179
Other Activities,185,169
Other Activities,189,161
Other Activities,191,175
Other Activities,195,170
Other Activities,195,179
Other Activities,197,170
