type,properties_in_map,properties_id,geometry_type,coordinatex1,coordinatey1,coordinatex2,coordinatey2,coordinatex3,coordinatey3,coordinatex4,coordinatey4,coordinatex5,coordinatey5
Feature,True,1041,Polygon,1800,11699,1800,11799,1700,11799,1700,11699,1800,11699
Feature,True,1042,Polygon,1800,11799,1800,11899,1700,11899,1700,11799,1800,11799
Feature,True,1043,Polygon,1800,11899,1800,11999,1700,11999,1700,11899,1800,11899
Feature,True,1044,Polygon,1800,11999,1800,12099,1700,12099,1700,11999,1800,11999
Feature,True,1045,Polygon,1800,12099,1800,12199,1700,12199,1700,12099,1800,12099
Feature,True,1046,Polygon,1800,12199,1800,12299,1700,12299,1700,12199,1800,12199
Feature,True,1047,Polygon,1800,12299,1800,12399,1700,12399,1700,12299,1800,12299
Feature,True,1048,Polygon,1800,12399,1800,12499,1700,12499,1700,12399,1800,12399
Feature,True,1049,Polygon,1800,12499,1800,12599,1700,12599,1700,12499,1800,12499
Feature,True,1050,Polygon,1800,12599,1800,12699,1700,12699,1700,12599,1800,12599
Feature,True,1051,Polygon,1800,12699,1800,12799,1700,12799,1700,12699,1800,12699
Feature,True,1052,Polygon,1800,12799,1800,12899,1700,12899,1700,12799,1800,12799
Feature,True,1053,Polygon,1800,12899,1800,12999,1700,12999,1700,12899,1800,12899
Feature,True,1054,Polygon,1800,12999,1800,13099,1700,13099,1700,12999,1800,12999
Feature,True,1055,Polygon,1800,13099,1800,13199,1700,13199,1700,13099,1800,13099
Feature,True,1056,Polygon,1800,13199,1800,13299,1700,13299,1700,13199,1800,13199
Feature,True,1057,Polygon,1800,13299,1800,13399,1700,13399,1700,13299,1800,13299
Feature,True,1058,Polygon,1800,13399,1800,13499,1700,13499,1700,13399,1800,13399
Feature,True,1059,Polygon,1800,13499,1800,13599,1700,13599,1700,13499,1800,13499
Feature,True,1060,Polygon,1800,13599,1800,13699,1700,13699,1700,13599,1800,13599
Feature,True,1061,Polygon,1800,13699,1800,13799,1700,13799,1700,13699,1800,13699
Feature,True,1062,Polygon,1800,13799,1800,13899,1700,13899,1700,13799,1800,13799
Feature,True,1063,Polygon,1800,13899,1800,13999,1700,13999,1700,13899,1800,13899
Feature,True,1064,Polygon,1800,13999,1800,14099,1700,14099,1700,13999,1800,13999
Feature,True,1065,Polygon,1800,14099,1800,14199,1700,14199,1700,14099,1800,14099
Feature,True,1066,Polygon,1800,14199,1800,14299,1700,14299,1700,14199,1800,14199
Feature,True,1067,Polygon,1800,14299,1800,14399,1700,14399,1700,14299,1800,14299
Feature,True,1068,Polygon,1800,14399,1800,14499,1700,14499,1700,14399,1800,14399
Feature,True,1069,Polygon,1800,14499,1800,14599,1700,14599,1700,14499,1800,14499
Feature,True,1070,Polygon,1800,14599,1800,14699,1700,14699,1700,14599,1800,14599
Feature,True,1071,Polygon,1800,14699,1800,14799,1700,14799,1700,14699,1800,14699
Feature,True,1072,Polygon,1800,14799,1800,14899,1700,14899,1700,14799,1800,14799
Feature,True,1073,Polygon,1800,14899,1800,14999,1700,14999,1700,14899,1800,14899
Feature,True,1074,Polygon,1800,14999,1800,15099,1700,15099,1700,14999,1800,14999
Feature,True,1075,Polygon,1800,15099,1800,15199,1700,15199,1700,15099,1800,15099
Feature,True,1076,Polygon,1800,15199,1800,15299,1700,15299,1700,15199,1800,15199
Feature,True,1077,Polygon,1800,15299,1800,15399,1700,15399,1700,15299,1800,15299
Feature,True,1078,Polygon,1900,2199,1900,2299,1800,2299,1800,2199,1900,2199
Feature,True,1079,Polygon,1900,2299,1900,2399,1800,2399,1800,2299,1900,2299
Feature,True,1080,Polygon,1900,2399,1900,2499,1800,2499,1800,2399,1900,2399
Feature,True,1081,Polygon,1900,2499,1900,2599,1800,2599,1800,2499,1900,2499
Feature,True,1082,Polygon,1900,2599,1900,2699,1800,2699,1800,2599,1900,2599
Feature,True,1083,Polygon,1900,2699,1900,2799,1800,2799,1800,2699,1900,2699
Feature,True,1084,Polygon,1900,2799,1900,2899,1800,2899,1800,2799,1900,2799
Feature,True,1085,Polygon,1900,2899,1900,2999,1800,2999,1800,2899,1900,2899
Feature,True,1086,Polygon,1900,2999,1900,3099,1800,3099,1800,2999,1900,2999
Feature,True,1087,Polygon,1900,3099,1900,3199,1800,3199,1800,3099,1900,3099
Feature,True,1088,Polygon,1900,3199,1900,3299,1800,3299,1800,3199,1900,3199
Feature,True,1089,Polygon,1900,3299,1900,3399,1800,3399,1800,3299,1900,3299
Feature,True,1090,Polygon,1900,3399,1900,3499,1800,3499,1800,3399,1900,3399
Feature,True,1091,Polygon,1900,3499,1900,3599,1800,3599,1800,3499,1900,3499
Feature,True,1092,Polygon,1900,4099,1900,4199,1800,4199,1800,4099,1900,4099
Feature,True,1093,Polygon,1900,4199,1900,4299,1800,4299,1800,4199,1900,4199
Feature,True,1094,Polygon,1900,4299,1900,4399,1800,4399,1800,4299,1900,4299
Feature,True,1095,Polygon,1900,4399,1900,4499,1800,4499,1800,4399,1900,4399
Feature,True,1096,Polygon,1900,4499,1900,4599,1800,4599,1800,4499,1900,4499
Feature,True,1097,Polygon,1900,4599,1900,4699,1800,4699,1800,4599,1900,4599
Feature,True,1098,Polygon,1900,4699,1900,4799,1800,4799,1800,4699,1900,4699
Feature,True,1099,Polygon,1900,4799,1900,4899,1800,4899,1800,4799,1900,4799
Feature,True,1100,Polygon,1900,4899,1900,4999,1800,4999,1800,4899,1900,4899
Feature,True,1101,Polygon,1900,4999,1900,5099,1800,5099,1800,4999,1900,4999
Feature,True,1102,Polygon,1900,5099,1900,5199,1800,5199,1800,5099,1900,5099
Feature,True,1103,Polygon,1900,5199,1900,5299,1800,5299,1800,5199,1900,5199
Feature,True,1104,Polygon,1900,5299,1900,5399,1800,5399,1800,5299,1900,5299
Feature,True,1105,Polygon,1900,5399,1900,5499,1800,5499,1800,5399,1900,5399
Feature,True,1106,Polygon,1900,5499,1900,5599,1800,5599,1800,5499,1900,5499
Feature,True,1107,Polygon,1900,5599,1900,5699,1800,5699,1800,5599,1900,5599
Feature,True,1108,Polygon,1900,5699,1900,5799,1800,5799,1800,5699,1900,5699
Feature,True,1109,Polygon,1900,5799,1900,5899,1800,5899,1800,5799,1900,5799
Feature,True,1110,Polygon,1900,5899,1900,5999,1800,5999,1800,5899,1900,5899
Feature,True,1111,Polygon,1900,5999,1900,6099,1800,6099,1800,5999,1900,5999
Feature,True,1112,Polygon,1900,6099,1900,6199,1800,6199,1800,6099,1900,6099
Feature,True,1113,Polygon,1900,6199,1900,6299,1800,6299,1800,6199,1900,6199
Feature,True,1114,Polygon,1900,6299,1900,6399,1800,6399,1800,6299,1900,6299
Feature,True,1115,Polygon,1900,6399,1900,6499,1800,6499,1800,6399,1900,6399
Feature,True,1116,Polygon,1900,6499,1900,6599,1800,6599,1800,6499,1900,6499
Feature,True,1117,Polygon,1900,6599,1900,6699,1800,6699,1800,6599,1900,6599
Feature,True,1118,Polygon,1900,6699,1900,6799,1800,6799,1800,6699,1900,6699
Feature,True,1119,Polygon,1900,6799,1900,6899,1800,6899,1800,6799,1900,6799
Feature,True,1120,Polygon,1900,6899,1900,6999,1800,6999,1800,6899,1900,6899
Feature,True,1121,Polygon,1900,6999,1900,7099,1800,7099,1800,6999,1900,6999
Feature,True,1122,Polygon,1900,7099,1900,7199,1800,7199,1800,7099,1900,7099
Feature,True,1123,Polygon,1900,7199,1900,7299,1800,7299,1800,7199,1900,7199
Feature,True,1124,Polygon,1900,7299,1900,7399,1800,7399,1800,7299,1900,7299
Feature,True,1125,Polygon,1900,7399,1900,7499,1800,7499,1800,7399,1900,7399
Feature,True,1126,Polygon,1900,7499,1900,7599,1800,7599,1800,7499,1900,7499
Feature,True,1127,Polygon,1900,7599,1900,7699,1800,7699,1800,7599,1900,7599
Feature,True,1128,Polygon,1900,7699,1900,7799,1800,7799,1800,7699,1900,7699
Feature,True,1129,Polygon,1900,7799,1900,7899,1800,7899,1800,7799,1900,7799
Feature,True,1130,Polygon,1900,7899,1900,7999,1800,7999,1800,7899,1900,7899
Feature,True,1131,Polygon,1900,7999,1900,8099,1800,8099,1800,7999,1900,7999
Feature,True,1132,Polygon,1900,8099,1900,8199,1800,8199,1800,8099,1900,8099
Feature,True,1133,Polygon,1900,8199,1900,8299,1800,8299,1800,8199,1900,8199
Feature,True,1134,Polygon,1900,8299,1900,8399,1800,8399,1800,8299,1900,8299
Feature,True,1135,Polygon,1900,8399,1900,8499,1800,8499,1800,8399,1900,8399
Feature,True,1136,Polygon,1900,8499,1900,8599,1800,8599,1800,8499,1900,8499
Feature,True,1137,Polygon,1900,8599,1900,8699,1800,8699,1800,8599,1900,8599
Feature,True,1138,Polygon,1900,8699,1900,8799,1800,8799,1800,8699,1900,8699
Feature,True,1139,Polygon,1900,8799,1900,8899,1800,8899,1800,8799,1900,8799
Feature,True,1140,Polygon,1900,8899,1900,8999,1800,8999,1800,8899,1900,8899
Feature,True,1141,Polygon,1900,8999,1900,9099,1800,9099,1800,8999,1900,8999
Feature,True,1142,Polygon,1900,9099,1900,9199,1800,9199,1800,9099,1900,9099
Feature,True,1143,Polygon,1900,9199,1900,9299,1800,9299,1800,9199,1900,9199
Feature,True,1144,Polygon,1900,9499,1900,9599,1800,9599,1800,9499,1900,9499
Feature,True,1145,Polygon,1900,9599,1900,9699,1800,9699,1800,9599,1900,9599
Feature,True,1146,Polygon,1900,9699,1900,9799,1800,9799,1800,9699,1900,9699
Feature,True,1147,Polygon,1900,9799,1900,9899,1800,9899,1800,9799,1900,9799
Feature,True,1148,Polygon,1900,9899,1900,9999,1800,9999,1800,9899,1900,9899
Feature,True,1149,Polygon,1900,9999,1900,10099,1800,10099,1800,9999,1900,9999
Feature,True,1150,Polygon,1900,10099,1900,10199,1800,10199,1800,10099,1900,10099
Feature,True,1151,Polygon,1900,10199,1900,10299,1800,10299,1800,10199,1900,10199
Feature,True,1152,Polygon,1900,10299,1900,10399,1800,10399,1800,10299,1900,10299
Feature,True,1153,Polygon,1900,10399,1900,10499,1800,10499,1800,10399,1900,10399
Feature,True,1154,Polygon,1900,10499,1900,10599,1800,10599,1800,10499,1900,10499
Feature,True,1155,Polygon,1900,10599,1900,10699,1800,10699,1800,10599,1900,10599
Feature,True,1156,Polygon,1900,10699,1900,10799,1800,10799,1800,10699,1900,10699
Feature,True,1157,Polygon,1900,10799,1900,10899,1800,10899,1800,10799,1900,10799
Feature,True,1158,Polygon,1900,10899,1900,10999,1800,10999,1800,10899,1900,10899
Feature,True,1159,Polygon,1900,10999,1900,11099,1800,11099,1800,10999,1900,10999
Feature,True,1160,Polygon,1900,11099,1900,11199,1800,11199,1800,11099,1900,11099
Feature,True,1161,Polygon,1900,11199,1900,11299,1800,11299,1800,11199,1900,11199
Feature,True,1162,Polygon,1900,11299,1900,11399,1800,11399,1800,11299,1900,11299
Feature,True,1163,Polygon,1900,11399,1900,11499,1800,11499,1800,11399,1900,11399
Feature,True,1164,Polygon,1900,11499,1900,11599,1800,11599,1800,11499,1900,11499
Feature,True,1165,Polygon,1900,11599,1900,11699,1800,11699,1800,11599,1900,11599
Feature,True,1166,Polygon,1900,11699,1900,11799,1800,11799,1800,11699,1900,11699
Feature,True,1167,Polygon,1900,11799,1900,11899,1800,11899,1800,11799,1900,11799
Feature,True,1168,Polygon,1900,11899,1900,11999,1800,11999,1800,11899,1900,11899
Feature,True,1169,Polygon,1900,11999,1900,12099,1800,12099,1800,11999,1900,11999
Feature,True,1170,Polygon,1900,12099,1900,12199,1800,12199,1800,12099,1900,12099
Feature,True,1171,Polygon,1900,12199,1900,12299,1800,12299,1800,12199,1900,12199
Feature,True,1172,Polygon,1900,12299,1900,12399,1800,12399,1800,12299,1900,12299
Feature,True,1173,Polygon,1900,12399,1900,12499,1800,12499,1800,12399,1900,12399
Feature,True,1174,Polygon,1900,12499,1900,12599,1800,12599,1800,12499,1900,12499
Feature,True,1175,Polygon,1900,12599,1900,12699,1800,12699,1800,12599,1900,12599
Feature,True,1176,Polygon,1900,12699,1900,12799,1800,12799,1800,12699,1900,12699
Feature,True,1177,Polygon,1900,12799,1900,12899,1800,12899,1800,12799,1900,12799
Feature,True,1178,Polygon,1900,12899,1900,12999,1800,12999,1800,12899,1900,12899
Feature,True,1179,Polygon,1900,12999,1900,13099,1800,13099,1800,12999,1900,12999
Feature,True,1180,Polygon,1900,13099,1900,13199,1800,13199,1800,13099,1900,13099
Feature,True,1181,Polygon,1900,13199,1900,13299,1800,13299,1800,13199,1900,13199
Feature,True,1182,Polygon,1900,13299,1900,13399,1800,13399,1800,13299,1900,13299
Feature,True,1183,Polygon,1900,13399,1900,13499,1800,13499,1800,13399,1900,13399
Feature,True,1184,Polygon,1900,13499,1900,13599,1800,13599,1800,13499,1900,13499
Feature,True,1185,Polygon,1900,13599,1900,13699,1800,13699,1800,13599,1900,13599
Feature,True,1186,Polygon,1900,13699,1900,13799,1800,13799,1800,13699,1900,13699
Feature,True,1187,Polygon,1900,13799,1900,13899,1800,13899,1800,13799,1900,13799
Feature,True,1188,Polygon,1900,13899,1900,13999,1800,13999,1800,13899,1900,13899
Feature,True,1189,Polygon,1900,13999,1900,14099,1800,14099,1800,13999,1900,13999
Feature,True,1190,Polygon,1900,14099,1900,14199,1800,14199,1800,14099,1900,14099
Feature,True,1191,Polygon,1900,14199,1900,14299,1800,14299,1800,14199,1900,14199
Feature,True,1192,Polygon,1900,14299,1900,14399,1800,14399,1800,14299,1900,14299
Feature,True,1193,Polygon,1900,14399,1900,14499,1800,14499,1800,14399,1900,14399
Feature,True,1194,Polygon,1900,14499,1900,14599,1800,14599,1800,14499,1900,14499
Feature,True,1195,Polygon,1900,14599,1900,14699,1800,14699,1800,14599,1900,14599
Feature,True,1196,Polygon,1900,14699,1900,14799,1800,14799,1800,14699,1900,14699
Feature,True,1197,Polygon,1900,14799,1900,14899,1800,14899,1800,14799,1900,14799
Feature,True,1198,Polygon,1900,14899,1900,14999,1800,14999,1800,14899,1900,14899
Feature,True,1199,Polygon,1900,14999,1900,15099,1800,15099,1800,14999,1900,14999
Feature,True,1200,Polygon,1900,15099,1900,15199,1800,15199,1800,15099,1900,15099
Feature,True,1201,Polygon,1900,15199,1900,15299,1800,15299,1800,15199,1900,15199
Feature,True,1202,Polygon,1900,15299,1900,15399,1800,15399,1800,15299,1900,15299
Feature,True,1203,Polygon,2000,1999,2000,2099,1900,2099,1900,1999,2000,1999
Feature,True,1204,Polygon,2000,2099,2000,2199,1900,2199,1900,2099,2000,2099
Feature,True,1205,Polygon,2000,2199,2000,2299,1900,2299,1900,2199,2000,2199
Feature,True,1206,Polygon,2000,2299,2000,2399,1900,2399,1900,2299,2000,2299
Feature,True,1207,Polygon,2000,2399,2000,2499,1900,2499,1900,2399,2000,2399
Feature,True,1208,Polygon,2000,2499,2000,2599,1900,2599,1900,2499,2000,2499
Feature,True,1209,Polygon,2000,2599,2000,2699,1900,2699,1900,2599,2000,2599
Feature,True,1210,Polygon,2000,2699,2000,2799,1900,2799,1900,2699,2000,2699
Feature,True,1211,Polygon,2000,2799,2000,2899,1900,2899,1900,2799,2000,2799
Feature,True,1212,Polygon,2000,2899,2000,2999,1900,2999,1900,2899,2000,2899
Feature,True,1213,Polygon,2000,2999,2000,3099,1900,3099,1900,2999,2000,2999
Feature,True,1214,Polygon,2000,4099,2000,4199,1900,4199,1900,4099,2000,4099
Feature,True,1215,Polygon,2000,4199,2000,4299,1900,4299,1900,4199,2000,4199
Feature,True,1216,Polygon,2000,4299,2000,4399,1900,4399,1900,4299,2000,4299
Feature,True,1217,Polygon,2000,4399,2000,4499,1900,4499,1900,4399,2000,4399
Feature,True,1218,Polygon,2000,4499,2000,4599,1900,4599,1900,4499,2000,4499
Feature,True,1219,Polygon,2000,4599,2000,4699,1900,4699,1900,4599,2000,4599
Feature,True,1220,Polygon,2000,4699,2000,4799,1900,4799,1900,4699,2000,4699
Feature,True,1221,Polygon,2000,4799,2000,4899,1900,4899,1900,4799,2000,4799
Feature,True,1222,Polygon,2000,4899,2000,4999,1900,4999,1900,4899,2000,4899
Feature,True,1223,Polygon,2000,4999,2000,5099,1900,5099,1900,4999,2000,4999
Feature,True,1224,Polygon,2000,5099,2000,5199,1900,5199,1900,5099,2000,5099
Feature,True,1225,Polygon,2000,5199,2000,5299,1900,5299,1900,5199,2000,5199
Feature,True,1226,Polygon,2000,5299,2000,5399,1900,5399,1900,5299,2000,5299
Feature,True,1227,Polygon,2000,5399,2000,5499,1900,5499,1900,5399,2000,5399
Feature,True,1228,Polygon,2000,5499,2000,5599,1900,5599,1900,5499,2000,5499
Feature,True,1229,Polygon,2000,5599,2000,5699,1900,5699,1900,5599,2000,5599
Feature,True,1230,Polygon,2000,5699,2000,5799,1900,5799,1900,5699,2000,5699
Feature,True,1231,Polygon,2000,5799,2000,5899,1900,5899,1900,5799,2000,5799
Feature,True,1232,Polygon,2000,5899,2000,5999,1900,5999,1900,5899,2000,5899
Feature,True,1233,Polygon,2000,5999,2000,6099,1900,6099,1900,5999,2000,5999
Feature,True,1234,Polygon,2000,6099,2000,6199,1900,6199,1900,6099,2000,6099
Feature,True,1235,Polygon,2000,6199,2000,6299,1900,6299,1900,6199,2000,6199
Feature,True,1236,Polygon,2000,6299,2000,6399,1900,6399,1900,6299,2000,6299
Feature,True,1237,Polygon,2000,6399,2000,6499,1900,6499,1900,6399,2000,6399
Feature,True,1238,Polygon,2000,6499,2000,6599,1900,6599,1900,6499,2000,6499
Feature,True,1239,Polygon,2000,6599,2000,6699,1900,6699,1900,6599,2000,6599
Feature,True,1240,Polygon,2000,6699,2000,6799,1900,6799,1900,6699,2000,6699
Feature,True,1241,Polygon,2000,6799,2000,6899,1900,6899,1900,6799,2000,6799
Feature,True,1242,Polygon,2000,6899,2000,6999,1900,6999,1900,6899,2000,6899
Feature,True,1243,Polygon,2000,6999,2000,7099,1900,7099,1900,6999,2000,6999
Feature,True,1244,Polygon,2000,7099,2000,7199,1900,7199,1900,7099,2000,7099
Feature,True,1245,Polygon,2000,7199,2000,7299,1900,7299,1900,7199,2000,7199
Feature,True,1246,Polygon,2000,7299,2000,7399,1900,7399,1900,7299,2000,7299
Feature,True,1247,Polygon,2000,7399,2000,7499,1900,7499,1900,7399,2000,7399
Feature,True,1248,Polygon,2000,7499,2000,7599,1900,7599,1900,7499,2000,7499
Feature,True,1249,Polygon,2000,7599,2000,7699,1900,7699,1900,7599,2000,7599
Feature,True,1250,Polygon,2000,7699,2000,7799,1900,7799,1900,7699,2000,7699
Feature,True,1251,Polygon,2000,7799,2000,7899,1900,7899,1900,7799,2000,7799
Feature,True,1252,Polygon,2000,7899,2000,7999,1900,7999,1900,7899,2000,7899
Feature,True,1253,Polygon,2000,7999,2000,8099,1900,8099,1900,7999,2000,7999
Feature,True,1254,Polygon,2000,8099,2000,8199,1900,8199,1900,8099,2000,8099
Feature,True,1255,Polygon,2000,8199,2000,8299,1900,8299,1900,8199,2000,8199
Feature,True,1256,Polygon,2000,8299,2000,8399,1900,8399,1900,8299,2000,8299
Feature,True,1257,Polygon,2000,8399,2000,8499,1900,8499,1900,8399,2000,8399
Feature,True,1258,Polygon,2000,8499,2000,8599,1900,8599,1900,8499,2000,8499
Feature,True,1259,Polygon,2000,8599,2000,8699,1900,8699,1900,8599,2000,8599
Feature,True,1260,Polygon,2000,8699,2000,8799,1900,8799,1900,8699,2000,8699
Feature,True,1261,Polygon,2000,8799,2000,8899,1900,8899,1900,8799,2000,8799
Feature,True,1262,Polygon,2000,8899,2000,8999,1900,8999,1900,8899,2000,8899
Feature,True,1263,Polygon,2000,8999,2000,9099,1900,9099,1900,8999,2000,8999
Feature,True,1264,Polygon,2000,9099,2000,9199,1900,9199,1900,9099,2000,9099
Feature,True,1265,Polygon,2000,9899,2000,9999,1900,9999,1900,9899,2000,9899
Feature,True,1266,Polygon,2000,9999,2000,10099,1900,10099,1900,9999,2000,9999
Feature,True,1267,Polygon,2000,10299,2000,10399,1900,10399,1900,10299,2000,10299
Feature,True,1268,Polygon,2000,10399,2000,10499,1900,10499,1900,10399,2000,10399
Feature,True,1269,Polygon,2000,10499,2000,10599,1900,10599,1900,10499,2000,10499
Feature,True,1270,Polygon,2000,10599,2000,10699,1900,10699,1900,10599,2000,10599
Feature,True,1271,Polygon,2000,10699,2000,10799,1900,10799,1900,10699,2000,10699
Feature,True,1272,Polygon,2000,10799,2000,10899,1900,10899,1900,10799,2000,10799
Feature,True,1273,Polygon,2000,10899,2000,10999,1900,10999,1900,10899,2000,10899
Feature,True,1274,Polygon,2000,10999,2000,11099,1900,11099,1900,10999,2000,10999
Feature,True,1275,Polygon,2000,11099,2000,11199,1900,11199,1900,11099,2000,11099
Feature,True,1276,Polygon,2000,11199,2000,11299,1900,11299,1900,11199,2000,11199
Feature,True,1277,Polygon,2000,11299,2000,11399,1900,11399,1900,11299,2000,11299
Feature,True,1278,Polygon,2000,11399,2000,11499,1900,11499,1900,11399,2000,11399
Feature,True,1279,Polygon,2000,11499,2000,11599,1900,11599,1900,11499,2000,11499
Feature,True,1280,Polygon,2000,11599,2000,11699,1900,11699,1900,11599,2000,11599
Feature,True,1281,Polygon,2000,11699,2000,11799,1900,11799,1900,11699,2000,11699
Feature,True,1282,Polygon,2000,11799,2000,11899,1900,11899,1900,11799,2000,11799
Feature,True,1283,Polygon,2000,11899,2000,11999,1900,11999,1900,11899,2000,11899
Feature,True,1284,Polygon,2000,11999,2000,12099,1900,12099,1900,11999,2000,11999
Feature,True,1285,Polygon,2000,12099,2000,12199,1900,12199,1900,12099,2000,12099
Feature,True,1286,Polygon,2000,12199,2000,12299,1900,12299,1900,12199,2000,12199
Feature,True,1287,Polygon,2000,12299,2000,12399,1900,12399,1900,12299,2000,12299
Feature,True,1288,Polygon,2000,12399,2000,12499,1900,12499,1900,12399,2000,12399
Feature,True,1289,Polygon,2000,12499,2000,12599,1900,12599,1900,12499,2000,12499
Feature,True,1290,Polygon,2000,12599,2000,12699,1900,12699,1900,12599,2000,12599
Feature,True,1291,Polygon,2000,12699,2000,12799,1900,12799,1900,12699,2000,12699
Feature,True,1292,Polygon,2000,12799,2000,12899,1900,12899,1900,12799,2000,12799
Feature,True,1293,Polygon,2000,12899,2000,12999,1900,12999,1900,12899,2000,12899
Feature,True,1294,Polygon,2000,12999,2000,13099,1900,13099,1900,12999,2000,12999
Feature,True,1295,Polygon,2000,13099,2000,13199,1900,13199,1900,13099,2000,13099
Feature,True,1296,Polygon,2000,13199,2000,13299,1900,13299,1900,13199,2000,13199
Feature,True,1297,Polygon,2000,13299,2000,13399,1900,13399,1900,13299,2000,13299
Feature,True,1298,Polygon,2000,13399,2000,13499,1900,13499,1900,13399,2000,13399
Feature,True,1299,Polygon,2000,13499,2000,13599,1900,13599,1900,13499,2000,13499
Feature,True,1300,Polygon,2000,13599,2000,13699,1900,13699,1900,13599,2000,13599
Feature,True,1301,Polygon,2000,13699,2000,13799,1900,13799,1900,13699,2000,13699
Feature,True,1302,Polygon,2000,13799,2000,13899,1900,13899,1900,13799,2000,13799
Feature,True,1303,Polygon,2000,13899,2000,13999,1900,13999,1900,13899,2000,13899
Feature,True,1304,Polygon,2000,13999,2000,14099,1900,14099,1900,13999,2000,13999
Feature,True,1305,Polygon,2000,14099,2000,14199,1900,14199,1900,14099,2000,14099
Feature,True,1306,Polygon,2000,14199,2000,14299,1900,14299,1900,14199,2000,14199
Feature,True,1307,Polygon,2000,14299,2000,14399,1900,14399,1900,14299,2000,14299
Feature,True,1308,Polygon,2000,14399,2000,14499,1900,14499,1900,14399,2000,14399
Feature,True,1309,Polygon,2000,14499,2000,14599,1900,14599,1900,14499,2000,14499
Feature,True,1310,Polygon,2000,14599,2000,14699,1900,14699,1900,14599,2000,14599
Feature,True,1311,Polygon,2000,14699,2000,14799,1900,14799,1900,14699,2000,14699
Feature,True,1312,Polygon,2000,14799,2000,14899,1900,14899,1900,14799,2000,14799
Feature,True,1313,Polygon,2000,14899,2000,14999,1900,14999,1900,14899,2000,14899
Feature,True,1314,Polygon,2000,14999,2000,15099,1900,15099,1900,14999,2000,14999
Feature,True,1315,Polygon,2000,15099,2000,15199,1900,15199,1900,15099,2000,15099
Feature,True,1316,Polygon,2000,15199,2000,15299,1900,15299,1900,15199,2000,15199
Feature,True,1317,Polygon,2000,15299,2000,15399,1900,15399,1900,15299,2000,15299
Feature,True,1318,Polygon,2000,15399,2000,15499,1900,15499,1900,15399,2000,15399
Feature,True,1319,Polygon,2100,1600,2100,1699,2000,1699,2000,1600,2100,1600
Feature,True,1320,Polygon,2100,1699,2100,1799,2000,1799,2000,1699,2100,1699
Feature,True,1321,Polygon,2100,1799,2100,1900,2000,1900,2000,1799,2100,1799
Feature,True,1322,Polygon,2100,1900,2100,1999,2000,1999,2000,1900,2100,1900
Feature,True,1323,Polygon,2100,1999,2100,2099,2000,2099,2000,1999,2100,1999
Feature,True,1324,Polygon,2100,2099,2100,2199,2000,2199,2000,2099,2100,2099
Feature,True,1325,Polygon,2100,2199,2100,2299,2000,2299,2000,2199,2100,2199
Feature,True,1326,Polygon,2100,2299,2100,2399,2000,2399,2000,2299,2100,2299
Feature,True,1327,Polygon,2100,2399,2100,2499,2000,2499,2000,2399,2100,2399
Feature,True,1328,Polygon,2100,2499,2100,2599,2000,2599,2000,2499,2100,2499
Feature,True,1329,Polygon,2100,2599,2100,2699,2000,2699,2000,2599,2100,2599
Feature,True,1330,Polygon,2100,2699,2100,2799,2000,2799,2000,2699,2100,2699
Feature,True,1331,Polygon,2100,2799,2100,2899,2000,2899,2000,2799,2100,2799
Feature,True,1332,Polygon,2100,4199,2100,4299,2000,4299,2000,4199,2100,4199
Feature,True,1333,Polygon,2100,4299,2100,4399,2000,4399,2000,4299,2100,4299
Feature,True,1334,Polygon,2100,4399,2100,4499,2000,4499,2000,4399,2100,4399
Feature,True,1335,Polygon,2100,4499,2100,4599,2000,4599,2000,4499,2100,4499
Feature,True,1336,Polygon,2100,4599,2100,4699,2000,4699,2000,4599,2100,4599
Feature,True,1337,Polygon,2100,4699,2100,4799,2000,4799,2000,4699,2100,4699
Feature,True,1338,Polygon,2100,4799,2100,4899,2000,4899,2000,4799,2100,4799
Feature,True,1339,Polygon,2100,4899,2100,4999,2000,4999,2000,4899,2100,4899
Feature,True,1340,Polygon,2100,4999,2100,5099,2000,5099,2000,4999,2100,4999
Feature,True,1341,Polygon,2100,5099,2100,5199,2000,5199,2000,5099,2100,5099
Feature,True,1342,Polygon,2100,5199,2100,5299,2000,5299,2000,5199,2100,5199
Feature,True,1343,Polygon,2100,5299,2100,5399,2000,5399,2000,5299,2100,5299
Feature,True,1344,Polygon,2100,5399,2100,5499,2000,5499,2000,5399,2100,5399
Feature,True,1345,Polygon,2100,5499,2100,5599,2000,5599,2000,5499,2100,5499
Feature,True,1346,Polygon,2100,5599,2100,5699,2000,5699,2000,5599,2100,5599
Feature,True,1347,Polygon,2100,5699,2100,5799,2000,5799,2000,5699,2100,5699
Feature,True,1348,Polygon,2100,5799,2100,5899,2000,5899,2000,5799,2100,5799
Feature,True,1349,Polygon,2100,5899,2100,5999,2000,5999,2000,5899,2100,5899
Feature,True,1350,Polygon,2100,5999,2100,6099,2000,6099,2000,5999,2100,5999
Feature,True,1351,Polygon,2100,6099,2100,6199,2000,6199,2000,6099,2100,6099
Feature,True,1352,Polygon,2100,6199,2100,6299,2000,6299,2000,6199,2100,6199
Feature,True,1353,Polygon,2100,6299,2100,6399,2000,6399,2000,6299,2100,6299
Feature,True,1354,Polygon,2100,6399,2100,6499,2000,6499,2000,6399,2100,6399
Feature,True,1355,Polygon,2100,6499,2100,6599,2000,6599,2000,6499,2100,6499
Feature,True,1356,Polygon,2100,6599,2100,6699,2000,6699,2000,6599,2100,6599
