x,y,neighborhood_id,HI_bar,X_i,omega_i
19,69,0,0.000000,0,0.730000
19,82,0,0.000000,0,0.730000
19,83,0,0.000000,0,0.730000
19,86,0,0.000000,0,0.730000
19,90,0,0.000000,0,0.730000
19,93,0,0.000000,0,0.730000
19,94,0,0.000000,0,0.730000
19,95,0,0.000000,0,0.730000
19,97,0,0.000000,0,0.730000
19,99,0,0.000000,0,0.730000
19,101,0,0.000000,0,0.730000
19,102,0,0.000000,0,0.730000
19,103,0,0.000000,0,0.730000
19,104,0,0.000000,0,0.730000
19,105,0,0.000000,0,0.730000
19,106,0,0.000000,0,0.730000
19,108,0,0.000000,0,0.730000
19,109,0,0.000000,0,0.730000
19,111,0,0.000000,0,0.730000
19,114,0,0.000000,0,0.730000
19,115,0,0.000000,0,0.730000
19,118,0,0.000000,0,0.730000
19,119,0,0.000000,0,0.730000
19,121,0,0.000000,0,0.730000
19,122,0,0.000000,0,0.730000
19,125,0,0.000000,0,0.730000
19,126,0,0.000000,0,0.730000
19,128,0,0.000000,0,0.730000
19,134,0,0.000000,0,0.730000
19,136,0,0.000000,0,0.730000
19,139,0,0.000000,0,0.730000
19,140,0,0.000000,0,0.730000
19,143,0,0.000000,0,0.730000
19,145,0,0.000000,0,0.730000
19,146,0,0.000000,0,0.730000
19,147,0,0.000000,0,0.730000
19,148,0,0.000000,0,0.730000
19,149,0,0.000000,0,0.730000
19,150,0,0.000000,0,0.730000
19,151,0,0.000000,0,0.730000
19,153,0,0.000000,0,0.730000
19,154,0,0.000000,0,0.730000
19,155,0,0.000000,0,0.730000
19,156,0,0.000000,0,0.730000
19,157,0,0.000000,0,0.730000
19,158,0,0.000000,0,0.730000
19,159,0,0.000000,0,0.730000
19,160,0,0.000000,0,0.730000
19,161,0,0.000000,0,0.730000
19,165,0,0.000000,0,0.730000
20,33,0,0.000000,0,0.730000
20,34,0,0.000000,0,0.730000
20,35,0,0.000000,0,0.730000
20,38,0,0.000000,0,0.730000
20,39,0,0.000000,0,0.730000
20,40,0,0.000000,0,0.730000
20,41,0,0.000000,0,0.730000
20,42,0,0.000000,0,0.730000
20,44,0,0.000000,0,0.730000
20,45,0,0.000000,0,0.730000
20,46,0,0.000000,0,0.730000
20,50,0,0.000000,0,0.730000
20,51,0,0.000000,0,0.730000
20,53,0,0.000000,0,0.730000
20,54,0,0.000000,0,0.730000
20,55,0,0.000000,0,0.730000
20,59,0,0.000000,0,0.730000
20,61,0,0.000000,0,0.730000
20,69,0,0.000000,0,0.730000
20,73,0,0.000000,0,0.730000
20,77,0,0.000000,0,0.730000
